municipality,barangay,year,season,seq_step,month,rain,temp,humid,ndvi,evi,ndwi,vv,vh,yield_mt_ha
City of Santa Rosa,Dila,2024,Wet,1,7,445.0,27.43,83.7,,,,-3.6287707088896575,-11.128901379310667,4.5
City of Santa Rosa,Dila,2024,Wet,2,8,275.9,27.86,82.99,0.45793162083628747,0.4103636874354711,-0.4206311511655787,-3.920496883092673,-10.601235978263508,4.5
City of Santa Rosa,Dila,2024,Wet,3,9,307.0,27.6,83.88,0.46103664067874245,0.33573121358740465,-0.46402414640296913,-4.26686867682243,-10.993210945906112,4.5
City of Santa Rosa,Dila,2024,Wet,4,10,308.7,27.49,82.46,0.43478747097603176,0.3190423147909697,-0.44910855949771616,-4.056495106881154,-10.65510581680994,4.5
City of Santa Rosa,Dila,2024,Wet,5,11,62.4,27.47,81.65,0.43111382093265804,0.3177838592549744,-0.437098351419822,-4.602493953153724,-11.393262882466741,4.5
City of Santa Rosa,Dila,2024,Wet,6,12,189.7,26.18,84.76,0.42186833114814926,0.3494428823060488,-0.4106565021164586,-3.5447323259615526,-10.270069277688318,4.5
City of Santa Rosa,Dila,2025,Dry,1,1,51.9,25.58,82.79,,,,-4.2751512955122415,-11.02027268476822,4.5
City of Santa Rosa,Dila,2025,Dry,2,2,89.6,25.66,82.35,0.3978196117627592,0.2867767194810548,-0.4128797579898411,-4.577292412859638,-11.049248482320118,4.5
City of Santa Rosa,Dila,2025,Dry,3,3,48.5,26.57,80.81,0.38260395856367174,0.2923525089191422,-0.40988867526857325,-4.335034844585627,-11.184491283184961,4.5
City of Santa Rosa,Dila,2025,Dry,4,4,22.0,28.59,76.27,0.3559118782667352,0.3118252914623989,-0.3719596201188444,-4.750159893400429,-12.232462316543812,4.5
City of Santa Rosa,Dila,2025,Dry,5,5,167.5,28.55,78.18,0.3646884609727141,0.28381723614256293,-0.3893093000570259,-4.187506015714672,-10.832394578811046,4.5
City of Santa Rosa,Dila,2025,Dry,6,6,369.0,27.55,83.04,,,,-2.8067356632439475,-10.578346575996292,4.5
City of Santa Rosa,Dila,2025,Wet,1,7,368.5,27.39,82.78,,,,-3.657913706218405,-10.963419786689325,4.6
City of Santa Rosa,Dila,2025,Wet,2,8,323.2,27.29,81.91,0.4340835430892774,0.32902932353840225,-0.43511419976670546,-3.9584949325146312,-10.824496868295922,4.6
City of Santa Rosa,Dila,2025,Wet,3,9,290.4,26.73,85.26,,,,-3.0544408058576282,-10.596429216471916,4.6
City of Santa Rosa,Dila,2025,Wet,4,10,254.2,27.12,83.51,,,,-4.095232538756986,-11.022110366154672,4.6
City of Santa Rosa,Dila,2025,Wet,5,11,208.0,26.97,83.63,0.45024834888813886,0.2920295621242137,-0.452515398680144,-3.618223174729326,-11.008888389588705,4.6
City of Santa Rosa,Dila,2025,Wet,6,12,69.9,26.31,81.87,,,,,,4.6
City of Santa Rosa,Dita,2021,Dry,1,1,108.6,25.1,81.75,0.4337358962059013,0.3518987104752921,-0.41356015391923706,-5.143200443701095,-12.121544071923799,4.923
City of Santa Rosa,Dita,2021,Dry,2,2,91.9,25.17,80.92,0.4747201163120708,0.3359512169505459,-0.46837076469387495,-4.448982299694443,-11.487629338680165,4.923
City of Santa Rosa,Dita,2021,Dry,3,3,63.2,26.72,78.69,0.005415062704640957,0.008713055402040489,0.021511068153712485,-5.515559209337892,-12.488074916745099,4.923
City of Santa Rosa,Dita,2021,Dry,4,4,22.2,27.88,70.63,0.34863285676285927,0.308162119624658,-0.3614845117740711,-5.581122689420231,-12.368461793152733,4.923
City of Santa Rosa,Dita,2021,Dry,5,5,79.8,28.81,75.02,0.35058310574732277,0.2590496172102115,-0.37832294175825454,-5.845174555635505,-12.80282473650275,4.923
City of Santa Rosa,Dita,2021,Dry,6,6,231.7,27.93,81.25,0.3830842597789005,0.5937556697548736,-0.28955285037851625,-5.138454686013707,-12.187419322129983,4.923
City of Santa Rosa,Dita,2021,Wet,1,7,282.0,27.46,83.44,0.4033866710960862,0.3765493511750515,-0.36746758321272366,-4.448926583380646,-11.545003023574045,5.067
City of Santa Rosa,Dita,2021,Wet,2,8,182.8,27.33,83.78,0.4367814551958334,0.4409743515967281,-0.39927438522339803,-5.002858825996987,-11.868815371396355,5.067
City of Santa Rosa,Dita,2021,Wet,3,9,360.0,26.94,86.7,0.5018369778854758,0.3720647973874062,-0.47952794156967726,-4.853738472010975,-11.782117528305518,5.067
City of Santa Rosa,Dita,2021,Wet,4,10,204.0,26.89,84.03,0.4891469638843938,0.3491316565602053,-0.4763451370788907,-4.988717668520032,-11.813470092932834,5.067
City of Santa Rosa,Dita,2021,Wet,5,11,46.7,27.51,77.47,-0.01287660995413634,-0.08797114168886433,0.04354544641682878,-5.085576961879384,-12.073498174989675,5.067
City of Santa Rosa,Dita,2021,Wet,6,12,80.0,25.93,76.43,0.48709907997264146,0.3391506255211491,-0.481182513971576,-5.050532834501572,-11.785593746375332,5.067
City of Santa Rosa,Dita,2022,Dry,1,1,33.1,25.92,72.65,0.11672237089666673,0.07140417814445482,-0.1611886416026886,-5.12164764663337,-11.87330685467063,5.027
City of Santa Rosa,Dita,2022,Dry,2,2,21.8,26.26,74.93,0.42809412088955945,0.29786660628470274,-0.4294610235891581,-5.150316940519621,-11.812800824193198,5.027
City of Santa Rosa,Dita,2022,Dry,3,3,24.7,27.74,72.74,0.42976969760116196,0.30303522080772155,-0.4395414992658274,-5.23456069406165,-11.897461045614964,5.027
City of Santa Rosa,Dita,2022,Dry,4,4,59.5,27.63,74.3,0.42213677130642246,0.36866032501938284,-0.40739167258054343,-5.0520973524906125,-11.834050383766543,5.027
City of Santa Rosa,Dita,2022,Dry,5,5,215.1,28.03,78.5,0.47768384101078515,0.366086631809774,-0.4554117837340921,-4.310550556203446,-11.321257953238147,5.027
City of Santa Rosa,Dita,2022,Dry,6,6,265.8,27.65,81.8,,,,-4.242804075181831,-11.343596822338215,5.027
City of Santa Rosa,Dita,2022,Wet,1,7,299.2,27.04,86.57,0.5120530406327366,0.3721567468907895,-0.48815774797541067,-4.067749439556238,-11.01646530893433,4.341
City of Santa Rosa,Dita,2022,Wet,2,8,369.6,26.56,87.31,0.46176397744493736,0.37708177702815504,-0.43107698527813637,-4.704606761086543,-11.554084950785343,4.341
City of Santa Rosa,Dita,2022,Wet,3,9,274.8,26.65,86.0,0.4951946497760296,0.4326230066929365,-0.4652713783528702,-4.124446791908056,-10.994204019289873,4.341
City of Santa Rosa,Dita,2022,Wet,4,10,438.8,27.01,83.49,0.5258098443349203,0.36926279465357464,-0.4649700919787089,-3.8729754395806237,-10.802112231357256,4.341
City of Santa Rosa,Dita,2022,Wet,5,11,77.0,26.83,83.37,0.433023117690034,0.31872817936368103,-0.40558603248857356,-3.701173640742346,-10.787288455610916,4.341
City of Santa Rosa,Dita,2022,Wet,6,12,120.2,25.75,81.53,0.5038561770029927,0.36097574328074056,-0.48617661743958335,-4.890405179419831,-11.61757798229524,4.341
City of Santa Rosa,Dita,2023,Dry,1,1,106.7,25.15,80.29,0.5307245458817118,0.38356740587518345,-0.5085918223767154,-5.048430852543002,-11.740981910649776,4.754
City of Santa Rosa,Dita,2023,Dry,2,2,72.6,25.93,74.66,0.3613749898450319,0.3461910049582638,-0.29836606580850694,-4.839921909289262,-11.628119298956841,4.754
City of Santa Rosa,Dita,2023,Dry,3,3,7.5,26.7,68.63,0.37900131872742215,0.27890968379697595,-0.40000346328206693,-5.212853817619012,-11.914813334608937,4.754
City of Santa Rosa,Dita,2023,Dry,4,4,130.6,27.74,75.01,0.4071373965995911,0.30782218883929907,-0.41297115000421974,-5.058612863421292,-11.959230723997194,4.754
City of Santa Rosa,Dita,2023,Dry,5,5,118.9,28.55,76.79,0.4173073754078238,0.36591501760870493,-0.390164912710391,-4.933425046189695,-11.767076779942299,4.754
City of Santa Rosa,Dita,2023,Dry,6,6,222.7,27.89,80.82,0.512787223333361,0.40591587561947834,-0.48924168941180957,-4.328727808349213,-11.328146306698658,4.754
City of Santa Rosa,Dita,2023,Wet,1,7,338.5,27.94,81.31,0.4574433865591087,0.36893339460155733,-0.43904575579246935,-4.068455954324591,-11.16130458285389,4.463
City of Santa Rosa,Dita,2023,Wet,2,8,96.5,28.09,80.29,0.46099531016590284,0.5114706445877493,-0.35780923643043216,-4.374097391723637,-11.339609294390318,4.463
City of Santa Rosa,Dita,2023,Wet,3,9,344.9,27.63,83.28,0.5056123826794084,0.35896125122406874,-0.4867694297886155,-4.14796229525193,-11.075981658937842,4.463
City of Santa Rosa,Dita,2023,Wet,4,10,169.9,27.55,81.88,0.40284382605793034,0.35999014861070067,-0.3886932749791975,-3.7485782425915817,-10.866170193203107,4.463
City of Santa Rosa,Dita,2023,Wet,5,11,85.3,27.14,81.44,,,,-4.226718140636034,-11.077550855755025,4.463
City of Santa Rosa,Dita,2023,Wet,6,12,38.3,26.63,82.48,,,,-4.181575964073446,-11.132669618062621,4.463
City of Santa Rosa,Dita,2024,Dry,1,1,6.8,25.53,79.17,0.011102098505944014,0.02864453149959445,-0.011099037326251466,-4.9777863213411315,-11.61204897451511,4.618
City of Santa Rosa,Dita,2024,Dry,2,2,10.2,25.84,79.08,0.3879636103642403,0.2716477157047962,-0.4182015691021724,-5.110274644624521,-11.849210503532037,4.618
City of Santa Rosa,Dita,2024,Dry,3,3,25.7,26.37,79.74,0.2521017980166862,0.17071687388689194,-0.25785429945633964,-5.239661519718715,-11.756088381481684,4.618
City of Santa Rosa,Dita,2024,Dry,4,4,12.0,28.42,77.15,0.3570968185972806,0.24737650663965757,-0.40830229137876045,-5.352228077871654,-12.334353009863271,4.618
City of Santa Rosa,Dita,2024,Dry,5,5,252.1,28.97,78.57,,,,-5.227364700111529,-12.015474167845575,4.618
City of Santa Rosa,Dita,2024,Dry,6,6,337.7,28.37,81.73,0.39187151590983077,0.37066173561745225,-0.3726322956383228,-4.565496557498384,-11.442093223244212,4.618
City of Santa Rosa,Dita,2024,Wet,1,7,445.0,27.43,83.7,,,,-4.936687500442448,-11.839395321024986,3.965
City of Santa Rosa,Dita,2024,Wet,2,8,275.9,27.86,82.99,0.41813256642519087,0.40363198104088294,-0.3860993222268388,-3.94255635010025,-10.986848698310736,3.965
City of Santa Rosa,Dita,2024,Wet,3,9,307.0,27.6,83.88,0.4935966188933923,0.3754755667685822,-0.4668859502739943,-4.507036387392563,-11.496947317501741,3.965
City of Santa Rosa,Dita,2024,Wet,4,10,308.7,27.49,82.46,0.4924475635007939,0.3673982564695898,-0.4768543498192885,-4.092591310999716,-10.913904045952599,3.965
City of Santa Rosa,Dita,2024,Wet,5,11,62.4,27.47,81.65,0.4505359779592366,0.32942102523805045,-0.4531151568228992,-4.840373209448861,-11.699573430866351,3.965
City of Santa Rosa,Dita,2024,Wet,6,12,189.7,26.18,84.76,0.5097233081045314,0.3950143449307461,-0.4766840402835151,-3.709601799092609,-10.627972487338432,3.965
City of Santa Rosa,Dita,2025,Dry,1,1,51.9,25.58,82.79,0.5956449934572299,0.42648910632239717,-0.5187073237689909,-4.2395531750387185,-11.300981162784774,4.522
City of Santa Rosa,Dita,2025,Dry,2,2,89.6,25.66,82.35,0.4722578473509203,0.36331150850287947,-0.4511579599781201,-4.776318660328161,-11.523074455029853,4.522
City of Santa Rosa,Dita,2025,Dry,3,3,48.5,26.57,80.81,0.4410717063806042,0.3305707220706238,-0.44414922375869526,-4.805246166101596,-11.681831998009294,4.522
City of Santa Rosa,Dita,2025,Dry,4,4,22.0,28.59,76.27,0.3098104768392186,0.25906808907571033,-0.30783749421167644,-6.0692479500942795,-13.078232092559578,4.522
City of Santa Rosa,Dita,2025,Dry,5,5,167.5,28.55,78.18,0.3792104582189825,0.28273004005627683,-0.3937992282578736,-4.554771767804584,-11.45297078141595,4.522
City of Santa Rosa,Dita,2025,Dry,6,6,369.0,27.55,83.04,,,,-3.9647051167392737,-11.25461680644175,4.522
City of Santa Rosa,Dita,2025,Wet,1,7,368.5,27.39,82.78,,,,-5.037260051254411,-11.70312726215731,4.5
City of Santa Rosa,Dita,2025,Wet,2,8,323.2,27.29,81.91,0.4809978005778479,0.3705371471851534,-0.45616963132216204,-4.167945731153274,-11.290843957672369,4.5
City of Santa Rosa,Dita,2025,Wet,3,9,290.4,26.73,85.26,,,,-4.295747914615059,-11.279278703473597,4.5
City of Santa Rosa,Dita,2025,Wet,4,10,254.2,27.12,83.51,,,,-4.319876122738359,-11.473785856811235,4.5
City of Santa Rosa,Dita,2025,Wet,5,11,208.0,26.97,83.63,0.4922162795756721,0.32916835188261345,-0.4739384546859574,-4.897371127439188,-11.750136095749781,4.5
City of Santa Rosa,Dita,2025,Wet,6,12,69.9,26.31,81.87,,,,,,4.5
City of Santa Rosa,Labas,2021,Dry,1,1,108.6,25.1,81.75,0.37661392014518563,0.2739769380617003,-0.37336880153606183,-3.869976506027594,-10.941371030487312,5.217
City of Santa Rosa,Labas,2021,Dry,2,2,91.9,25.17,80.92,0.3849814690333049,0.2680139907474581,-0.40191425132029934,-3.3427058935680507,-10.57849326228968,5.217
City of Santa Rosa,Labas,2021,Dry,3,3,63.2,26.72,78.69,0.013490201847162098,0.01753536384785548,-0.0010743392631411552,-4.180154628893432,-11.178077959159161,5.217
City of Santa Rosa,Labas,2021,Dry,4,4,22.2,27.88,70.63,0.28970881601451043,0.2747369263141243,-0.3072510456746896,-4.131890568268963,-11.034783516160399,5.217
City of Santa Rosa,Labas,2021,Dry,5,5,79.8,28.81,75.02,0.31888062206220225,0.24656251096539655,-0.34445808963882324,-4.335098432627478,-11.2451613823824,5.217
City of Santa Rosa,Labas,2021,Dry,6,6,231.7,27.93,81.25,0.3251428628978106,0.3793017783153296,-0.2882557304897914,-4.158955109040581,-11.09964571537249,5.217
City of Santa Rosa,Labas,2021,Wet,1,7,282.0,27.46,83.44,,,,-3.160845715308583,-10.571530254742324,5.161
City of Santa Rosa,Labas,2021,Wet,2,8,182.8,27.33,83.78,0.17261082844601736,0.13398797671672785,-0.1528639841983224,-4.601796065680078,-9.81724885287534,5.161
City of Santa Rosa,Labas,2021,Wet,3,9,360.0,26.94,86.7,0.397951188759864,0.2869632447481314,-0.40111298165545367,-3.5131302911855724,-10.892610389255333,5.161
City of Santa Rosa,Labas,2021,Wet,4,10,204.0,26.89,84.03,0.4088801541882886,0.29589318540092996,-0.41472241616381395,-4.590316465059663,-9.749222261792712,5.161
City of Santa Rosa,Labas,2021,Wet,5,11,46.7,27.51,77.47,-0.03415095441353818,-0.712505205689619,0.06350342432657878,-3.8214866307796016,-11.210088649965497,5.161
City of Santa Rosa,Labas,2021,Wet,6,12,80.0,25.93,76.43,0.3930273605891384,0.26211033628334174,-0.40713982507367946,-4.6359872146918475,-9.889775431933367,5.161
City of Santa Rosa,Labas,2022,Dry,1,1,33.1,25.92,72.65,0.3161787658367758,0.21372467275769538,-0.3161020762143294,-4.712146765009,-9.829401073487718,5.23
City of Santa Rosa,Labas,2022,Dry,2,2,21.8,26.26,74.93,0.3528819961757754,0.24634974016063085,-0.36538840437210346,-4.625988202990153,-9.732089368448401,5.23
City of Santa Rosa,Labas,2022,Dry,3,3,24.7,27.74,72.74,0.3531441498061618,0.253568123825086,-0.37679756189980085,-4.772311015774388,-9.754966325116314,5.23
City of Santa Rosa,Labas,2022,Dry,4,4,59.5,27.63,74.3,0.2623133294830991,0.24150457826908667,-0.23540443890195323,-4.525566865153614,-9.731397100331833,5.23
City of Santa Rosa,Labas,2022,Dry,5,5,215.1,28.03,78.5,0.3673029454298729,0.27682876886324115,-0.37443433787641534,-3.9230696653107717,-9.4454427298913,5.23
City of Santa Rosa,Labas,2022,Dry,6,6,265.8,27.65,81.8,,,,-3.9565051841265126,-9.522545406122582,5.23
City of Santa Rosa,Labas,2022,Wet,1,7,299.2,27.04,86.57,0.39902550163272504,0.28650411423124406,-0.4014958541281618,-3.883007448509258,-9.291008447751343,4.778
City of Santa Rosa,Labas,2022,Wet,2,8,369.6,26.56,87.31,0.3802815509467302,0.2845279473269529,-0.3717041428835024,-4.488711003176101,-9.637638069271404,4.778
City of Santa Rosa,Labas,2022,Wet,3,9,274.8,26.65,86.0,0.370871386008314,0.29853793202018536,-0.36652313315204726,-3.8012906253435914,-9.212571112811455,4.778
City of Santa Rosa,Labas,2022,Wet,4,10,438.8,27.01,83.49,,,,-3.508841548918187,-9.0877194009652,4.778
City of Santa Rosa,Labas,2022,Wet,5,11,77.0,26.83,83.37,0.3458003032756947,0.23129701130043034,-0.34102403744979654,-3.3488865895156152,-8.977615947303573,4.778
City of Santa Rosa,Labas,2022,Wet,6,12,120.2,25.75,81.53,0.3911760543042366,0.2707015928842248,-0.3959990558255773,-4.46146895733586,-9.646049617393706,4.778
City of Santa Rosa,Labas,2023,Dry,1,1,106.7,25.15,80.29,0.31983027627828303,0.21882106046794667,-0.29948861997210147,-4.562231322623321,-9.754800490029227,5.0
City of Santa Rosa,Labas,2023,Dry,2,2,72.6,25.93,74.66,0.2286873196717351,0.17446364369243383,-0.19951587496325374,-4.478577090670522,-9.65988538094001,5.0
City of Santa Rosa,Labas,2023,Dry,3,3,7.5,26.7,68.63,0.31092100211333,0.22879086086561093,-0.3407322059973546,-4.541959323435433,-9.695811010542858,5.0
City of Santa Rosa,Labas,2023,Dry,4,4,130.6,27.74,75.01,0.33614955969561844,0.2562041794680639,-0.35473637091987453,-4.277277307690088,-9.60130486846301,5.0
City of Santa Rosa,Labas,2023,Dry,5,5,118.9,28.55,76.79,0.3683644226619416,0.30518608102243683,-0.36856625287331357,-4.201076841260988,-9.560303228032796,5.0
City of Santa Rosa,Labas,2023,Dry,6,6,222.7,27.89,80.82,0.4136145900566353,0.31402119994824884,-0.42120071657029756,-3.556154657386769,-9.067326295145419,5.0
City of Santa Rosa,Labas,2023,Wet,1,7,338.5,27.94,81.31,0.3774787235239174,0.26684292971298385,-0.37866763534692843,-3.365357004701418,-9.071811141040548,4.5
City of Santa Rosa,Labas,2023,Wet,2,8,96.5,28.09,80.29,0.28894719136483593,0.26013872847004643,-0.28995239084941904,-3.7301014577819,-9.304116238674784,4.5
City of Santa Rosa,Labas,2023,Wet,3,9,344.9,27.63,83.28,0.3952692739616922,0.26492088094990535,-0.40116507465154494,-3.585063979574283,-9.143484273498565,4.5
City of Santa Rosa,Labas,2023,Wet,4,10,169.9,27.55,81.88,0.2726688684516585,0.2395214670287445,-0.3037607857236637,-3.2582505565221735,-8.940956933294528,4.5
City of Santa Rosa,Labas,2023,Wet,5,11,85.3,27.14,81.44,,,,-3.7852352939483986,-9.240837373628148,4.5
City of Santa Rosa,Labas,2023,Wet,6,12,38.3,26.63,82.48,0.40366132579551456,0.2672417616912584,-0.4260938568762281,-3.7235541075673235,-9.197896284824488,4.5
City of Santa Rosa,Labas,2024,Dry,1,1,6.8,25.53,79.17,0.0073479920160025355,0.0067706193774938585,-0.005260212719440461,-4.269788126785051,-9.524878927132745,4.577
City of Santa Rosa,Labas,2024,Dry,2,2,10.2,25.84,79.08,0.33537406964271693,0.23108675836172796,-0.37209943029782305,-4.177314912026122,-9.56662821475243,4.577
City of Santa Rosa,Labas,2024,Dry,3,3,25.7,26.37,79.74,0.3283735247867307,0.2400120528075862,-0.34004505227457227,-4.313213405377446,-9.48871179546568,4.577
City of Santa Rosa,Labas,2024,Dry,4,4,12.0,28.42,77.15,0.32044711639071854,0.23242922152190612,-0.3632958490434897,-4.457815104244033,-9.769754973321103,4.577
City of Santa Rosa,Labas,2024,Dry,5,5,252.1,28.97,78.57,,,,-4.355681505689617,-9.57690446284907,4.577
City of Santa Rosa,Labas,2024,Dry,6,6,337.7,28.37,81.73,,,,-3.9611698144717216,-9.240622856848,4.577
City of Santa Rosa,Labas,2024,Wet,1,7,445.0,27.43,83.7,,,,-3.539513247738484,-10.817091889025532,4.5
City of Santa Rosa,Labas,2024,Wet,2,8,275.9,27.86,82.99,0.3276662861811451,0.28593093295373473,-0.3217905776091096,-3.3827047855544508,-9.05557340616184,4.5
City of Santa Rosa,Labas,2024,Wet,3,9,307.0,27.6,83.88,0.3949780770085422,0.2794085827820206,-0.39831631930236555,-3.950747296820748,-9.42304061926103,4.5
City of Santa Rosa,Labas,2024,Wet,4,10,308.7,27.49,82.46,0.38928457711553766,0.2848577339717085,-0.3951679132368264,-3.821843377246302,-9.210434646676976,4.5
City of Santa Rosa,Labas,2024,Wet,5,11,62.4,27.47,81.65,0.3669917484633668,0.2548845204211007,-0.38582665586898596,-4.356643552264062,-9.658270314113889,4.5
City of Santa Rosa,Labas,2024,Wet,6,12,189.7,26.18,84.76,0.3363380239931191,0.26283339735967487,-0.3272816413932775,-3.189978186469506,-8.741407677410873,4.5
City of Santa Rosa,Labas,2025,Dry,1,1,51.9,25.58,82.79,,,,-3.939543588693658,-9.414083661199212,4.5
City of Santa Rosa,Labas,2025,Dry,2,2,89.6,25.66,82.35,0.36239309607283665,0.2681226352504193,-0.3699485952427524,-4.337045262881756,-9.529850814902124,4.5
City of Santa Rosa,Labas,2025,Dry,3,3,48.5,26.57,80.81,0.34466193936156825,0.26496147986570723,-0.3621445498496499,-4.350209422528346,-9.453739587459028,4.5
City of Santa Rosa,Labas,2025,Dry,4,4,22.0,28.59,76.27,0.30977657817814525,0.24625344893600168,-0.3349013623630425,-4.647440665672697,-11.905999734813706,4.5
City of Santa Rosa,Labas,2025,Dry,5,5,167.5,28.55,78.18,0.31086888235666627,0.24128227965523402,-0.334382331493095,-3.839899586112937,-9.1715430611118,4.5
City of Santa Rosa,Labas,2025,Dry,6,6,369.0,27.55,83.04,,,,-2.3682808213185433,-10.14326014023938,4.5
City of Santa Rosa,Labas,2025,Wet,1,7,368.5,27.39,82.78,,,,-3.690461525570928,-10.642051865648506,4.411
City of Santa Rosa,Labas,2025,Wet,2,8,323.2,27.29,81.91,0.355119839924238,0.24994068998354746,-0.36198943913711223,-3.574955889832661,-9.333816851120876,4.411
City of Santa Rosa,Labas,2025,Wet,3,9,290.4,26.73,85.26,,,,-3.1192186142148994,-10.353625842133269,4.411
City of Santa Rosa,Labas,2025,Wet,4,10,254.2,27.12,83.51,,,,-3.7012571792568605,-9.336036335694809,4.411
City of Santa Rosa,Labas,2025,Wet,5,11,208.0,26.97,83.63,0.3758562964814065,0.24087604998148957,-0.384850332494844,-3.4388938913061167,-10.568182926457174,4.411
City of Santa Rosa,Labas,2025,Wet,6,12,69.9,26.31,81.87,,,,,,4.411
City of Santa Rosa,Macabling,2021,Dry,1,1,132.8,24.65,82.81,0.4727938568894542,0.37408082370471096,-0.4334785066940911,-5.857343662398315,-13.412338773501691,5.32
